amount,transaction_hour,failed_attempts,account_age_days,velocity_1h,location_change,new_device,device_trust,merchant_risk,channel,is_fraud
476.12,3,0,3056,2,0,0,0.9255,0.1442,Ecommerce,0
4310.22,1,0,1317,1,0,0,0.7041,0.2895,UPI,0
2649.78,0,1,3150,0,1,0,0.5871,0.46,Ecommerce,0
5227.92,20,0,2357,2,1,0,0.6809,0.1614,UPI,0
824.47,4,0,808,3,0,1,0.5795,0.4026,Ecommerce,0
327.06,0,0,525,6,0,0,0.9119,0.5824,Card,0
851.96,22,0,558,8,0,0,0.6707,0.4293,Ecommerce,0
1220.64,6,0,1315,3,0,1,0.5644,0.2793,Card,0
1191.46,19,0,160,3,0,0,0.6061,0.1558,UPI,0
3606.04,23,0,1922,1,0,0,0.2682,0.4128,UPI,0
750.44,12,0,2309,4,0,1,0.7512,0.1613,NetBanking,0
1587.06,22,0,2607,3,0,0,0.8753,0.4452,Card,0
388.36,23,0,3267,3,0,0,0.9167,0.0973,Card,0
1759.58,3,2,2802,2,0,0,0.7114,0.0618,Card,0
1100.22,3,0,3478,3,0,1,0.7982,0.6947,UPI,0
499.04,8,0,2115,1,0,0,0.8168,0.4106,NetBanking,0
856.09,13,2,2984,1,0,0,0.9283,0.1866,Card,0
903.81,18,0,2712,2,0,0,0.6999,0.5046,UPI,0
825.79,4,0,2909,0,0,0,0.787,0.1911,Wallet,0
7043.84,4,0,1441,1,0,0,0.5789,0.4282,Card,0
988.94,7,3,1819,1,0,0,0.5822,0.0695,Ecommerce,0
848.87,6,0,3199,5,0,0,0.4376,0.2675,Card,0
121.23,22,1,1585,2,0,1,0.9128,0.3903,Ecommerce,0
428.84,9,0,2124,2,0,0,0.6772,0.4809,NetBanking,0
831.95,20,0,2243,4,0,0,0.7657,0.329,UPI,0
533.71,1,0,652,2,0,0,0.6989,0.18,Wallet,0
4678.78,2,0,86,0,1,0,0.6224,0.2733,UPI,0
922.25,19,1,2435,1,0,0,0.78,0.3829,Card,0
4242.32,5,0,2781,2,0,0,0.8921,0.2176,Wallet,0
1170.04,1,0,2041,4,0,0,0.7099,0.2652,Card,0
1140.35,14,0,2303,3,0,0,0.565,0.4174,UPI,0
999.01,3,0,240,3,0,0,0.7368,0.382,UPI,0
1101.01,1,0,600,2,0,1,0.5936,0.362,UPI,0
6665.73,9,1,2583,4,0,0,0.6293,0.3733,UPI,0
96.01,13,0,2227,3,0,0,0.9235,0.2609,Card,0
134.07,12,0,698,3,1,0,0.8059,0.3628,Card,0
619.97,14,0,2100,2,0,0,0.8459,0.2063,Card,0
1113.49,0,0,129,2,0,0,0.7216,0.2484,Card,0
2263.37,6,0,2759,0,0,0,0.6672,0.1493,Card,0
1802.16,8,0,100,0,1,0,0.9757,0.0956,Wallet,0
732.56,7,0,2932,2,0,0,0.8906,0.0925,UPI,0
3197.09,13,0,788,2,0,1,0.8319,0.1592,Card,0
3234.74,5,0,892,2,0,0,0.6387,0.1926,UPI,0
1330.43,15,0,3240,2,0,0,0.5159,0.2941,UPI,0
3013.3,22,0,2851,4,0,0,0.3244,0.1726,Card,0
1460.13,15,0,1182,4,0,0,0.6368,0.1663,UPI,0
608.16,9,0,643,2,1,0,0.8358,0.0556,Card,0
2281.77,10,1,389,3,0,0,0.8686,0.2995,UPI,0
1231.69,14,1,1383,2,0,0,0.6192,0.5758,Ecommerce,0
1098.18,17,0,2036,1,0,0,0.5528,0.2744,Card,0
5149.22,7,0,1727,1,0,0,0.4303,0.1255,Ecommerce,0
83.65,0,0,3139,0,1,0,0.5576,0.2336,UPI,0
247.51,16,3,2818,1,0,1,0.7048,0.2869,UPI,0
315.32,15,1,916,2,0,0,0.7301,0.1324,UPI,0
748.88,2,1,3154,0,0,0,0.3473,0.0991,Wallet,0
839.38,15,1,1620,5,0,0,0.9186,0.1748,UPI,0
225.27,1,0,67,3,1,0,0.882,0.1657,Wallet,0
389.78,15,1,2980,3,0,0,0.3152,0.2152,UPI,0
444.13,17,1,2582,1,0,0,0.6044,0.1999,UPI,0
14476.69,0,0,1248,2,0,0,0.2826,0.1286,NetBanking,0
7272.31,17,1,3072,2,0,0,0.6769,0.0692,NetBanking,0
711.7,2,1,3170,2,0,0,0.894,0.085,Ecommerce,0
748.62,6,0,3340,1,0,0,0.3761,0.1094,Card,0
328.11,16,0,3194,2,0,0,0.8235,0.233,UPI,0
147.89,8,0,942,3,0,0,0.8669,0.0839,Ecommerce,0
969.98,23,2,1954,2,0,0,0.8304,0.3598,UPI,0
384.62,22,0,611,0,0,0,0.771,0.3536,UPI,0
1003.16,23,0,2388,2,0,0,0.5729,0.1715,UPI,0
204.34,2,0,1749,5,1,0,0.7759,0.2296,Card,0
492.71,4,1,3078,3,0,0,0.8475,0.3642,UPI,0
1281.85,4,0,3154,2,0,0,0.7548,0.1936,UPI,0
1610.85,14,0,1117,2,1,1,0.8414,0.303,UPI,0
1699.94,10,0,1109,3,1,0,0.7651,0.2667,NetBanking,0
274.1,17,1,118,2,1,0,0.9065,0.0451,UPI,0
2690.33,6,0,1771,1,0,0,0.6394,0.0772,Card,0
473.32,4,0,1350,3,0,0,0.7004,0.1722,UPI,0
2131.33,15,0,3484,5,0,0,0.9242,0.3009,Ecommerce,0
1084.45,14,0,2863,2,0,1,0.9078,0.5344,UPI,0
258.47,16,1,1599,2,0,1,0.6728,0.113,NetBanking,0
786.81,7,0,1990,1,0,1,0.9121,0.4858,UPI,0
1609.42,12,0,2201,2,0,0,0.9051,0.0663,Card,0
2087.27,22,1,3161,1,0,0,0.7206,0.3731,UPI,0
945.74,14,0,3484,4,0,0,0.7138,0.154,UPI,0
5477.3,22,1,1467,0,0,0,0.541,0.1253,Ecommerce,0
3158.61,10,1,1289,3,0,0,0.5931,0.2942,Card,0
837.58,1,1,2497,5,0,0,0.2916,0.166,UPI,0
2410.59,18,0,960,1,0,0,0.6931,0.2345,UPI,0
8353.89,11,1,497,3,0,0,0.7133,0.3842,Card,0
8591.33,1,0,994,1,0,0,0.8032,0.2469,Card,0
302.05,3,0,1111,2,0,0,0.7731,0.696,NetBanking,0
414.53,7,0,2162,0,0,0,0.8733,0.0865,UPI,0
5214.32,4,0,2576,4,1,0,0.6611,0.4008,UPI,0
360.97,16,1,575,2,0,1,0.6509,0.1859,UPI,0
273.51,14,0,164,1,0,0,0.6974,0.5423,UPI,0
658.19,7,1,581,1,0,0,0.8458,0.5508,UPI,0
1704.86,2,0,3190,5,0,1,0.8136,0.531,UPI,0
984.84,1,0,915,0,0,0,0.9763,0.0895,Card,0
553.86,22,0,1852,0,0,0,0.8579,0.1572,NetBanking,0
540.27,8,0,1896,2,0,0,0.8225,0.228,Wallet,0
519.07,2,0,978,2,0,0,0.7316,0.0991,Ecommerce,0
435.51,17,0,2955,2,0,0,0.8369,0.467,Card,0
12036.69,20,0,234,1,0,1,0.4717,0.1089,Card,0
1498.75,2,0,1855,2,0,1,0.9468,0.1454,UPI,0
2782.48,22,0,1451,4,0,1,0.8821,0.0772,Wallet,0
656.2,17,0,2740,1,0,0,0.9629,0.2254,Card,0
902.12,6,0,695,0,0,0,0.7115,0.2966,Card,0
518.41,18,0,3351,0,0,0,0.7547,0.1913,UPI,0
67.74,10,1,2774,1,0,0,0.6449,0.1122,Card,0
258.03,15,1,2591,2,0,0,0.8387,0.2529,Card,0
163.83,3,0,1734,1,0,0,0.8078,0.2217,NetBanking,0
103.31,5,0,2252,0,0,0,0.506,0.1482,Wallet,0
312.58,18,0,732,1,1,0,0.738,0.1341,UPI,0
4408.12,19,0,35,1,0,0,0.7545,0.0695,UPI,0
1046.64,0,1,2611,3,0,0,0.7408,0.2992,UPI,0
4251.78,5,2,1573,4,0,0,0.7594,0.0723,Card,0
1688.39,14,0,1238,4,0,1,0.6109,0.1046,UPI,0
2494.11,21,0,943,5,0,0,0.824,0.4298,Card,0
425.84,16,0,2174,1,0,0,0.8942,0.1007,UPI,0
1901.03,16,1,1796,3,0,0,0.831,0.1953,Card,0
2357.01,9,0,2364,1,0,1,0.8989,0.1403,Card,0
598.56,1,0,3329,4,0,0,0.5865,0.1387,Wallet,0
1973.41,18,1,2925,3,0,0,0.8782,0.1297,UPI,0
1987.23,19,1,1126,1,0,0,0.7297,0.209,UPI,0
615.83,10,0,851,2,0,0,0.4498,0.3443,NetBanking,0
337.34,12,0,568,2,0,0,0.744,0.0571,Card,0
316.29,5,1,1994,3,0,0,0.4666,0.4798,NetBanking,0
1200.91,10,0,2891,0,1,1,0.4569,0.1833,Card,0
1545.9,5,0,891,0,0,0,0.7898,0.2404,UPI,0
477.16,10,0,3467,3,0,1,0.5811,0.2273,Card,0
1127.68,3,0,1506,3,0,0,0.7768,0.1752,Card,0
1996.33,14,0,2731,3,0,0,0.5822,0.1824,UPI,0
2098.76,5,0,1048,0,1,1,0.4073,0.2913,UPI,0
5594.14,17,0,490,2,0,0,0.6752,0.1773,UPI,0
4191.57,12,1,1798,2,0,0,0.89,0.1056,UPI,0
383.23,21,2,1930,2,0,0,0.8467,0.3372,UPI,0
6423.8,5,0,1677,1,1,0,0.787,0.4752,Ecommerce,0
627.96,6,0,1422,4,0,0,0.2862,0.369,Card,0
3284.98,5,0,2277,3,0,0,0.5249,0.4079,Ecommerce,0
1177.78,15,1,2219,2,0,0,0.8438,0.436,Card,0
711.41,2,0,535,2,0,0,0.5659,0.3076,Ecommerce,0
164.34,16,0,2342,1,0,0,0.7681,0.3047,Card,0
915.85,19,0,1168,3,0,0,0.6305,0.0779,Card,0
213.29,16,0,2826,0,0,0,0.7558,0.0901,UPI,0
3028.02,3,1,1745,1,0,0,0.817,0.2573,Ecommerce,0
5391.79,11,1,845,0,0,0,0.7569,0.0874,Ecommerce,0
474.97,12,1,636,3,1,0,0.6602,0.1417,UPI,0
1505.78,9,0,3376,0,1,0,0.6375,0.1111,UPI,0
512.01,11,4,2517,2,0,0,0.5386,0.4056,NetBanking,0
566.85,18,0,756,2,0,0,0.6252,0.4581,Ecommerce,0
2473.08,20,0,1759,5,0,0,0.9373,0.4672,UPI,0
1053.14,7,3,440,4,0,0,0.5261,0.2229,UPI,0
6813.29,7,0,2920,3,0,0,0.4579,0.37,UPI,0
660.94,4,0,2902,3,0,0,0.6509,0.1063,Card,0
3131.61,9,0,2812,6,0,0,0.774,0.1168,UPI,0
1214.74,13,0,1625,3,0,0,0.4668,0.3413,UPI,0
2528.97,17,1,586,3,0,0,0.8396,0.0449,Ecommerce,0
685.73,6,1,1719,0,0,0,0.5701,0.4081,Ecommerce,1
1041.03,5,0,1789,0,0,0,0.5889,0.3682,Ecommerce,0
971.39,0,1,1120,4,0,0,0.4168,0.5289,UPI,0
455.84,2,1,1326,0,0,1,0.6447,0.2639,UPI,0
2197.74,1,0,169,4,0,0,0.717,0.2982,UPI,0
2170.61,4,0,1834,2,1,0,0.8529,0.1941,NetBanking,0
2045.16,16,0,683,2,0,0,0.5894,0.3549,Wallet,0
5507.21,18,2,2944,1,1,0,0.8406,0.6375,Ecommerce,0
5023.15,23,0,2667,1,0,0,0.8821,0.1094,Card,0
739.75,13,1,2115,5,0,0,0.8735,0.3902,NetBanking,0
1622.47,10,0,790,1,0,0,0.866,0.0932,UPI,0
569.76,21,1,2340,4,0,0,0.54,0.1453,Card,0
1123.86,3,2,3474,4,0,0,0.694,0.1734,Card,0
584.21,15,0,2209,2,0,0,0.8385,0.2005,Card,0
6009.36,19,0,2753,2,0,0,0.7606,0.3249,UPI,0
1606.61,12,0,3152,1,1,0,0.7459,0.2306,UPI,0
872.24,6,0,2971,2,0,0,0.926,0.2499,NetBanking,0
3840.28,14,0,573,3,0,0,0.6101,0.5556,Card,0
112.26,23,0,3057,1,0,1,0.6434,0.3807,Ecommerce,0
132.32,5,0,2680,3,0,0,0.8951,0.069,NetBanking,0
2529.13,13,1,2518,4,0,0,0.8528,0.1911,UPI,0
1168.52,1,0,803,1,0,0,0.7283,0.286,UPI,0
1426.48,5,0,1635,3,0,1,0.327,0.4421,NetBanking,0
272.4,18,0,3164,0,0,0,0.8644,0.0759,Wallet,0
1070.2,11,0,3210,2,0,0,0.215,0.3301,UPI,0
8988.35,4,0,410,3,0,0,0.7397,0.3847,Ecommerce,0
2605.58,8,2,1496,1,0,0,0.7592,0.0882,NetBanking,0
1310.54,2,0,2124,1,1,0,0.6529,0.1558,Ecommerce,0
691.59,18,0,341,5,0,0,0.5154,0.1321,Card,0
724.66,22,0,866,2,0,0,0.6904,0.2259,Card,0
117.25,2,0,2090,2,0,0,0.302,0.2466,Card,0
1437.3,5,1,2298,2,0,1,0.731,0.0495,NetBanking,0
2664.46,20,0,375,2,0,0,0.8225,0.1069,Card,0
209.68,21,1,1486,4,0,0,0.6449,0.387,NetBanking,0
547.58,18,0,2296,0,0,0,0.8158,0.1181,UPI,0
325.27,17,0,3466,5,0,1,0.9858,0.3686,Ecommerce,0
397.97,20,0,3491,1,1,0,0.5634,0.1657,Card,0
1159.98,8,0,1092,2,0,1,0.3823,0.2141,UPI,1
122.9,21,1,2365,2,0,0,0.9108,0.1441,Card,0
2090.14,21,1,1937,2,0,0,0.7955,0.1752,Ecommerce,0
2420.06,5,1,742,0,1,0,0.7858,0.264,Card,0
842.47,1,0,1779,2,1,0,0.9218,0.292,Ecommerce,0
81.07,12,0,488,1,0,1,0.6341,0.1894,NetBanking,0
385.2,18,0,426,2,0,0,0.5158,0.1304,UPI,0
4001.99,20,0,1251,2,0,0,0.8561,0.1773,Wallet,0
59.33,3,0,920,1,0,0,0.8715,0.1421,Ecommerce,0
761.36,9,1,516,3,0,0,0.438,0.2506,UPI,0
317.67,18,0,188,2,0,1,0.6743,0.1508,NetBanking,0
2552.42,1,1,1996,0,0,0,0.9595,0.2135,NetBanking,0
539.76,17,0,27,0,0,0,0.8849,0.1683,Card,0
1675.98,6,1,2742,2,0,0,0.7745,0.2136,NetBanking,0
1985.71,0,0,261,4,0,0,0.5649,0.2506,Card,0
7540.45,5,0,2305,2,1,0,0.5724,0.5633,Card,0
886.17,17,0,526,2,1,0,0.4191,0.2901,UPI,0
1627.58,20,0,2162,1,0,0,0.872,0.2613,Card,0
230.6,1,2,505,1,0,0,0.7454,0.4613,UPI,0
3827.37,11,0,1528,4,0,0,0.542,0.3471,Card,0
493.47,4,1,2310,0,0,0,0.8852,0.1067,UPI,0
608.63,16,1,610,3,0,0,0.7446,0.1392,NetBanking,0
1071.31,18,0,470,3,0,0,0.4993,0.411,NetBanking,0
212.51,23,0,2234,0,0,0,0.69,0.2841,Card,0
1394.38,8,1,2245,2,0,0,0.6648,0.2225,Card,0
3028.55,7,1,1471,0,0,0,0.8142,0.3281,UPI,0
1491.56,7,0,434,1,0,0,0.5491,0.0468,Card,0
206.78,18,0,1073,6,0,0,0.5111,0.126,Card,0
962.95,10,0,766,3,1,0,0.4871,0.4387,NetBanking,0
2390.2,0,0,2309,1,0,0,0.8209,0.2228,Card,0
152.64,22,0,1056,1,0,0,0.9019,0.1166,NetBanking,0
354.78,2,0,1329,1,0,0,0.8083,0.2705,Card,0
2752.79,22,0,919,1,0,0,0.6128,0.0027,UPI,0
1456.22,3,2,594,1,0,0,0.357,0.097,Wallet,0
1690.15,12,0,2842,2,0,0,0.3443,0.2933,NetBanking,0
7726.95,7,1,1695,0,0,0,0.8592,0.2104,UPI,0
1793.6,16,1,2002,3,0,0,0.4711,0.324,Card,0
2188.09,9,1,1017,1,0,0,0.8665,0.0584,UPI,0
18888.01,8,0,312,3,0,0,0.6962,0.3312,Card,0
876.12,11,0,2569,1,0,1,0.9194,0.2873,UPI,0
474.48,23,0,2529,5,0,0,0.8792,0.3075,UPI,0
1718.46,5,0,171,4,0,0,0.6765,0.4821,Card,0
1738.78,5,1,3102,5,0,0,0.4193,0.432,Ecommerce,0
630.77,1,0,2985,5,0,0,0.6903,0.2091,Card,0
370.92,17,0,2971,2,0,0,0.8614,0.4439,UPI,0
12398.57,16,0,1618,4,0,0,0.608,0.1088,UPI,0
1545.63,14,0,2430,3,0,0,0.9027,0.2533,Card,0
508.31,0,0,62,2,0,1,0.7859,0.2662,NetBanking,0
2869.02,18,1,2097,1,0,0,0.8349,0.0921,Card,0
977.89,19,0,472,7,1,1,0.707,0.1098,Ecommerce,1
840.9,22,1,3183,4,0,0,0.8265,0.1667,Wallet,0
1979.08,22,0,3309,2,0,0,0.5821,0.1243,NetBanking,0
282.46,6,2,532,0,0,0,0.8961,0.1154,UPI,0
1588.04,17,0,1882,3,0,0,0.7991,0.0258,NetBanking,0
8173.09,9,0,2075,1,0,1,0.8982,0.0649,UPI,0
1789.13,14,0,2691,1,0,0,0.9593,0.3321,UPI,0
738.76,7,0,1714,4,1,0,0.8481,0.0811,UPI,0
643.9,15,0,3090,1,0,0,0.6139,0.1429,Wallet,0
712.76,22,1,1213,4,0,0,0.3562,0.4905,Card,0
839.95,15,0,1125,3,0,0,0.5012,0.1912,NetBanking,0
737.53,22,1,2553,1,0,0,0.8522,0.3073,Card,0
2870.17,22,0,1917,5,0,0,0.6574,0.3384,Ecommerce,0
177.71,2,0,292,1,0,0,0.7183,0.5736,Ecommerce,0
2711.07,23,2,2278,3,0,0,0.9258,0.4213,NetBanking,0
736.07,19,0,982,3,0,0,0.4813,0.0701,Ecommerce,0
1629.12,10,2,2946,2,0,0,0.86,0.1579,Ecommerce,0
335.85,14,0,2928,2,0,0,0.6385,0.1749,UPI,0
4425.16,14,1,1474,2,0,1,0.6649,0.2538,Card,0
4055.85,18,0,2987,2,0,0,0.8573,0.0921,NetBanking,0
3003.61,19,0,3331,1,1,0,0.4165,0.2462,UPI,0
223.52,2,0,2554,2,0,0,0.4895,0.3146,Card,0
2619.08,0,1,2127,4,0,0,0.8525,0.3161,UPI,0
1677.56,5,1,3266,2,1,0,0.7247,0.2287,Wallet,0
203.26,12,1,3059,2,0,1,0.5418,0.2604,UPI,0
1069.01,20,0,1676,2,0,0,0.704,0.1625,Card,0
1608.02,15,2,298,5,0,0,0.6975,0.1418,Ecommerce,0
1966.24,3,0,2105,5,0,0,0.7547,0.3084,Ecommerce,0
1320.97,17,0,1625,0,0,0,0.6701,0.1849,UPI,0
1488.9,11,1,1284,2,0,0,0.5978,0.2366,UPI,0
5152.78,8,1,632,2,0,0,0.8856,0.1318,UPI,0
3973.23,18,0,2510,3,0,0,0.8801,0.431,Card,0
54.03,7,0,3192,1,0,0,0.5948,0.4346,Ecommerce,0
785.79,14,0,2094,2,0,1,0.5539,0.5226,UPI,0
922.53,4,1,827,0,0,0,0.6835,0.2445,Card,0
174.22,9,1,11,4,0,0,0.8839,0.4021,Ecommerce,0
1210.63,13,0,2497,2,0,1,0.8841,0.4196,Card,0
4069.18,14,1,557,3,0,0,0.7758,0.1592,Card,0
350.41,22,0,226,2,0,1,0.702,0.2567,Ecommerce,0
1561.22,6,0,695,5,1,0,0.6668,0.323,Wallet,0
419.22,21,0,708,2,0,0,0.8345,0.23,Wallet,0
541.58,19,1,1192,0,0,0,0.8054,0.0328,Card,0
5173.29,8,0,1124,2,0,0,0.5293,0.3831,UPI,0
620.37,3,0,696,2,1,0,0.8668,0.6276,NetBanking,0
1781.7,6,0,2738,3,0,0,0.9159,0.2766,Card,0
153.73,15,2,2892,2,0,0,0.82,0.2744,Ecommerce,0
7749.89,18,0,884,1,0,0,0.6794,0.0654,Card,0
2064.79,14,0,1293,2,0,1,0.468,0.088,Ecommerce,0
905.4,17,1,2860,0,0,0,0.6153,0.6106,Ecommerce,0
2006.85,2,0,3335,2,0,0,0.735,0.5338,Wallet,0
249.56,12,0,2761,0,0,0,0.6539,0.5771,Card,0
3795.83,20,1,1939,4,0,0,0.5755,0.4202,Card,0
780.41,9,0,3472,4,0,0,0.7833,0.4251,UPI,0
885.12,21,2,2546,2,0,1,0.7607,0.3258,UPI,0
654.43,2,1,2372,1,1,1,0.7389,0.4992,Card,1
596.04,23,0,111,2,1,0,0.6388,0.4659,Card,0
2274.25,18,0,2233,1,0,0,0.8007,0.3091,Card,0
1434.69,15,1,1012,2,0,0,0.8597,0.0704,Wallet,0
2174.02,14,0,2108,1,0,0,0.5393,0.4033,UPI,0
1086.55,22,0,2008,4,0,0,0.8091,0.4035,Card,0
1879.69,9,1,389,3,0,0,0.8246,0.2155,UPI,0
706.42,3,0,1618,3,0,0,0.8709,0.5377,Card,0
11398.29,22,1,1799,3,0,0,0.9471,0.1139,UPI,0
211.38,2,0,173,2,0,1,0.7671,0.076,Ecommerce,0
4121.55,15,0,2981,3,0,0,0.47,0.2057,Ecommerce,0
4611.47,6,0,3281,1,1,0,0.601,0.2176,Ecommerce,0
448.2,22,0,79,0,0,0,0.6918,0.3326,UPI,0
11392.8,23,1,426,0,0,1,0.8782,0.2322,Card,1
3118.99,11,0,449,2,0,0,0.8099,0.2701,Ecommerce,0
3040.25,12,1,1548,0,1,0,0.8419,0.0918,UPI,0
1129.38,10,1,2104,3,0,0,0.5728,0.168,Card,0
872.98,10,0,850,2,0,0,0.5887,0.2017,UPI,0
880.17,22,0,2965,2,0,0,0.6253,0.6612,UPI,0
1652.52,6,0,1091,3,1,0,0.9109,0.1534,Card,0
4775.46,23,1,1080,1,0,0,0.6056,0.2769,NetBanking,0
1326.61,15,0,2061,2,1,1,0.8846,0.5025,Card,0
421.15,23,0,3051,6,0,0,0.8063,0.593,UPI,0
2606.2,14,0,876,1,0,0,0.6773,0.3307,NetBanking,0
2884.79,19,0,1185,3,0,0,0.9359,0.1863,UPI,0
2180.68,11,0,1190,1,0,0,0.5803,0.1636,Ecommerce,0
2398.92,11,0,1632,2,1,0,0.6999,0.1717,Ecommerce,0
825.12,6,1,1505,3,0,1,0.6719,0.2047,UPI,0
413.46,5,0,3335,3,0,0,0.8641,0.2244,UPI,0
440.71,0,0,518,4,0,0,0.8502,0.3876,NetBanking,0
196.91,9,2,1465,1,0,0,0.7758,0.3476,UPI,0
1406.41,23,0,893,1,0,0,0.9225,0.0992,UPI,0
1004.63,22,0,2100,4,0,0,0.8578,0.1747,Ecommerce,0
690.91,16,0,2735,2,0,0,0.7371,0.2089,Ecommerce,0
49.23,8,2,3274,1,0,0,0.6692,0.128,UPI,0
295.99,12,1,1535,2,0,0,0.7786,0.2898,NetBanking,0
3557.75,18,1,930,0,0,1,0.3355,0.3042,Card,0
545.74,0,0,3373,1,0,1,0.4506,0.4965,NetBanking,0
1601.38,22,1,328,2,0,0,0.6505,0.1357,UPI,0
254.62,20,0,465,2,0,0,0.6806,0.1863,UPI,0
4967.34,23,0,3353,1,0,0,0.6347,0.3793,Card,0
942.72,2,1,3103,0,0,0,0.7422,0.0676,NetBanking,0
1487.04,22,0,1962,2,0,0,0.5486,0.2757,UPI,0
12607.77,14,1,1154,6,0,0,0.7012,0.1632,Card,0
5389.79,13,0,3380,2,0,1,0.5558,0.2174,UPI,0
794.81,4,0,3354,4,0,0,0.9401,0.1526,Ecommerce,0
588.23,11,1,3034,4,0,0,0.8946,0.1357,UPI,0
779.13,8,0,2703,4,0,1,0.8782,0.2208,UPI,0
1873.18,23,0,2084,1,0,0,0.4931,0.3308,Wallet,0
981.92,8,2,1305,1,0,1,0.5784,0.1646,Wallet,0
724.15,5,2,1653,3,1,1,0.9256,0.1333,UPI,0
5118.11,22,0,1902,3,0,0,0.6467,0.0497,Ecommerce,0
972.7,4,0,1684,1,0,0,0.6019,0.2516,UPI,0
12265.78,21,1,3015,3,0,0,0.759,0.0904,Card,0
1206.26,23,0,586,3,0,0,0.842,0.2821,UPI,0
7147.97,7,0,296,4,0,0,0.6135,0.1551,NetBanking,0
1595.89,16,0,1591,1,0,0,0.6176,0.32,Ecommerce,0
3014.26,19,0,729,1,0,0,0.9474,0.2283,NetBanking,0
512.43,12,0,2877,3,0,0,0.6133,0.359,Ecommerce,0
447.44,16,0,2970,1,0,0,0.6857,0.2464,NetBanking,0
1777.02,3,1,3460,2,0,0,0.7355,0.2213,UPI,0
3096.36,12,0,1355,3,0,0,0.7186,0.1299,Card,0
1143.98,12,0,3361,1,0,0,0.3009,0.1257,UPI,0
284.09,13,0,361,3,0,0,0.6761,0.2229,Ecommerce,0
262.89,22,1,3367,4,0,0,0.4128,0.0994,Wallet,0
245.06,19,2,866,2,0,0,0.9762,0.2898,Ecommerce,0
171.4,14,0,73,1,0,0,0.7076,0.2869,NetBanking,0
1230.23,9,0,2890,2,0,0,0.7458,0.3324,UPI,0
3573.48,9,0,1808,1,0,0,0.7266,0.1261,Ecommerce,0
1081.29,0,0,1449,3,0,0,0.8855,0.1865,Ecommerce,0
102.16,13,0,706,4,0,1,0.5741,0.1941,UPI,0
897.58,6,0,1458,4,0,0,0.3661,0.1477,Ecommerce,0
924.32,21,0,2156,0,0,1,0.4694,0.2531,UPI,0
9905.04,18,0,508,2,1,1,0.7819,0.3814,NetBanking,0
237.46,21,0,3310,0,0,0,0.701,0.0952,NetBanking,0
727.63,23,0,2534,2,0,1,0.7936,0.1978,UPI,0
6575.76,9,1,3069,2,0,0,0.8894,0.1773,Ecommerce,0
1758.96,10,0,162,3,0,0,0.8365,0.0285,NetBanking,0
1981.24,14,0,3033,1,1,0,0.8939,0.3247,Ecommerce,0
1236.84,10,1,3031,1,0,1,0.8876,0.5423,Card,0
1550.67,6,0,1284,1,0,0,0.6252,0.1021,Ecommerce,0
2481.18,16,0,1996,2,0,1,0.4934,0.2608,Card,1
468.74,10,0,1757,5,0,0,0.5953,0.4835,UPI,0
2757.17,22,0,2892,0,0,0,0.4169,0.2474,UPI,0
259.39,5,0,991,4,0,0,0.7886,0.2523,Card,0
1548.1,10,0,3219,2,0,0,0.7629,0.3222,NetBanking,0
1323.03,12,1,1941,1,0,0,0.6509,0.1577,Wallet,0
574.15,21,0,7,5,0,0,0.5265,0.1414,Card,0
1070.82,13,0,1066,1,0,1,0.4145,0.3784,UPI,0
570.4,1,0,505,0,0,0,0.9161,0.1154,UPI,0
355.92,8,2,2831,1,0,0,0.6856,0.2324,Ecommerce,0
756.5,21,1,1436,2,0,0,0.8897,0.3432,UPI,0
344.06,6,0,1629,3,0,0,0.4946,0.1964,UPI,0
1539.08,8,0,1230,3,0,0,0.7388,0.0547,UPI,0
327.8,3,0,2453,3,0,0,0.7908,0.2959,Card,0
2315.95,17,0,3476,1,0,0,0.5961,0.1474,Ecommerce,0
317.17,3,0,3055,3,0,0,0.5473,0.4397,Ecommerce,0
605.1,8,0,3463,4,0,0,0.813,0.2639,Card,0
569.16,17,1,1054,2,0,0,0.8214,0.1266,NetBanking,0
4409.0,21,0,2327,0,0,1,0.8325,0.2789,UPI,0
1551.23,5,1,2179,5,0,0,0.6904,0.1514,Ecommerce,1
878.03,7,0,1063,2,0,1,0.6901,0.2895,UPI,0
1851.32,2,0,2961,1,0,0,0.8926,0.093,NetBanking,0
119.99,10,0,3219,0,0,0,0.8395,0.017,UPI,0
1048.07,23,0,3327,1,0,0,0.8358,0.5383,Card,0
8931.95,7,0,3457,1,0,0,0.8481,0.142,UPI,0
1260.12,6,0,576,4,0,0,0.7971,0.3251,NetBanking,0
1177.69,9,0,521,5,0,0,0.8439,0.2051,Ecommerce,0
1949.9,21,2,2387,4,0,0,0.7592,0.1769,UPI,0
2808.44,13,3,2541,2,0,0,0.6506,0.1484,Ecommerce,0
134.65,14,0,1527,4,0,0,0.7187,0.3314,Card,0
187.46,18,0,577,1,0,0,0.5761,0.4101,Ecommerce,0
1367.59,17,1,1004,2,0,0,0.7084,0.1075,Card,0
517.69,14,1,455,2,0,0,0.318,0.1781,Card,0
4348.68,13,0,557,1,0,0,0.7952,0.1933,UPI,0
787.66,12,0,663,2,0,1,0.8151,0.3231,UPI,0
143.85,4,1,2051,5,0,1,0.7104,0.4593,UPI,1
289.62,9,1,1799,0,0,0,0.8792,0.2859,Card,0
61.12,20,0,1173,3,0,0,0.736,0.5546,UPI,0
